id,video_url,New URL,Status
eGvsq9lNTSGKbYze25G9VQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706631219274-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
bm4FIcoETSu9f-XkQa2j5A,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706692545971-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
d1zQDdLwTVuLktSUUR-PiA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706638255950-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Xdk3zWTDSVW3b1vZmJrsYg,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706629673987-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
fn-hRMprSFeAJWbxatzTHw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706547159559-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Xzc7EzgDTjSL28AK4ssOCQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706543570769-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Al2B4-ubRyiLOHiiah348A,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707509954932-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
cygt2V9YTeioftHfPqevSQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707509201800-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
aST3_AufT4WZPpe4jbd4CQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707387813300-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
bVLHSiF7T9C-iM7onW2m9g,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707492219630-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
SWeCGWSwStiz7gtuyZOGbQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706538839015-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Hwvs5kIeT3iO5w4jqApgCQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707485822005-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
bL1E8Q61Qku-23M-jwj4Xg,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707409235386-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
PSwAs7PXQEaZadNyvJLeuA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707386341545-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
b1aLF3B7TnW0s0SJ2hQrGA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707318339869-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
DrrJBb12TgS4clClCG_Guw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707322677776-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Ax3-v_ODSBSX6udSYAq_pw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707224711986-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
K7Gbyl_mQT2G8rLGGI1lpA,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707218624706-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Btj01xTJSZycBrf7Air6kw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707217481655-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
PHP4v9x6RIqR2fzq3j8F7A,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707216729375-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
CzFi39vwT9OHbP06zkHRwQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706538094062-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
DYVbwmR9S46KCgW9nRLIqg,https://video-cdn.fuze.us/gHI55KpGQbWVqTjAfBleRCXHnlm2/video-1705642600594-gHI55KpGQbWVqTjAfBleRCXHnlm2.mp4,,Pending
BooxzIUBS6G4ekN9Ktx8ow,https://video-cdn.fuze.us/gHI55KpGQbWVqTjAfBleRCXHnlm2/video-1705642600594-gHI55KpGQbWVqTjAfBleRCXHnlm2.mp4,,Pending
dV8B0bwGTIOtmT9qv5hxiw,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707211084150-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
Y761EdTAS7KVnuic4qV6gQ,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1707324462757-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
dTyJiG_JSKCC6rm7Ncqleg,https://video-cdn.fuze.us/RUynwtzUrzNT7A0r6SPmMt38uhD3/video-1706693422411-RUynwtzUrzNT7A0r6SPmMt38uhD3.mp4,,Pending
